seqCorp,法人コード,法人の名称,法人の名称フリガナ,法人区分,行政庁,法人番号(JCN),郵便番号,主たる事務所の住所,代表電話番号,代表者の氏名,ホームページアドレス,事業年度,事業の種類,事業の概要,税額控除に係る証明
13007,A003232,公益財団法人千葉市スポーツ協会,コウエキザイダンホウジンチバシスポーツキョウカイ,公益財団法人,千葉県,2040005016779,260-0025,千葉県千葉市中央区問屋町1番20号千葉ポートアリーナ,043-238-0006,野村 和茂,,04月01日~03月31日,"教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業、
地域社会の健全な発展を目的とする事業",スポーツ・レクリエーション活動の普及振興及びスポーツ・レクリエーションを通じた地域のコミュニティづくりの支援を行うことにより、健全な心身の発達と、明るく豊かな地域社会の発展に寄与することを目的とする。,
13010,A003061,公益財団法人国際耳鼻咽喉科学振興会,コウエキザイダンホウジン コクサイジビインコウカガクシンコウカイ,公益財団法人,内閣府,5010005018635,113-0034,東京都文京区湯島1丁目9番5号お茶の水小柳出ビル1階,03-5684-3707,加我 君孝,http://www.spio.or.jp,04月01日~03月31日,"学術及び科学技術の振興を目的とする事業、
思想及び良心の自由、信教の自由又は表現の自由の尊重又は擁護を目的とする事業",耳鼻咽喉科学及び関連分野における国際的に有意義な学術・研究の振興に寄与するために、国際学術会議等の開催を支援し、且つ研究者の学術水準の向上促進を図る助成事業,【公示】公益財団法人国際耳鼻咽喉科学振興会〔変更届〕
13014,A003967,公益財団法人鳴尾会,コウエキザイダンホウジンナルオカイ,公益財団法人,兵庫県,6140005020263,663-8184,兵庫県西宮市鳴尾町3丁目8番7号,0798-46-8200,西田 靖男,,04月01日~03月31日,"文化及び芸術の振興を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業、
地域社会の健全な発展を目的とする事業",西宮市鳴尾地区において、豊かな地域社会づくりに貢献するため、地域住民の福祉と文化の向上に資する諸事業を行う。,
13018,A012396,公益財団法人ノーマライゼーション住宅財団,コウエキザイダンホウジンノーマライゼーションジュウタクザイダン,公益財団法人,北海道,4430005010872,060-0042,北海道札幌市中央区大通西16丁目2番の3、ルーブル16(9階),011-613-7551,土屋 昌三,http://normalize.or.jp/,04月01日~03月31日,"障害者若しくは生活困窮者又は事故、災害若しくは犯罪による被害者の支援を目的とする事業、
高齢者の福祉の増進を目的とする事業",ノーマライゼーションの理念に基づき、高齢者や障がい者が安心して暮らせる住生活の整備・向上の支援を通して、すべての人が生きがいをもって生活できる社会福祉の増進に寄与する諸活動を行っている。,【証明】 公益財団法人ノーマライゼーション住宅財団(税額控除)
13028,A012549,公益財団法人本間美術館,コウエキザイダンホウジンホンマビジュツカン,公益財団法人,山形県,1390005002852,998-0024,山形県酒田市御成町7番7号,0234-24-4311,本間 謙三,https://www.homma-museum.or.jp/,04月01日~03月31日,文化及び芸術の振興を目的とする事業,美術館を設置し、山形県民の文化の向上に寄与する,
13039,A020960,公益財団法人茅ヶ崎市文化・スポーツ振興財団,コウエキザイダンホウジンチガサキシブンカスポーツシンコウザイダン,公益財団法人,神奈川県,3021005001425,253-0041,神奈川県茅ヶ崎市茅ヶ崎1丁目11番1号,0467-85-1123,稲岡 輝雄,http://www.chigasaki-arts.jp/,04月01日~03月31日,"文化及び芸術の振興を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業","この法人は、茅ヶ崎市における文化芸術活動やスポーツ活動の振興を図るための事業を行い、茅ヶ崎市民が心豊かで潤いのある市民生活を送り、健やかで活力ある地域の形成と発展に寄与することを目的とするとともに、その目的に資するため、次の事業を行う。
1 芸術文化の振興を目的とする事業
2 スポーツによる健康増進及びスポーツの振興を目的とする事業
3 その他、この法人の目的を達成するために必要な事業",
13041,A020499,公益財団法人静岡県産業労働福祉協会,コウエキザイダンホウジンシズオカケンサンギョウロウドウフクシキョウカイ,公益財団法人,静岡県,9080005001408,421-0113,静岡県静岡市駿河区下川原6丁目8番1号,054-258-4855,丸山 正明,http://www.kenshin-shizuoka.net,04月01日~03月31日,公衆衛生の向上を目的とする事業,「健康と命を守る」のもと、疾病予防及び健康増進のための各種健診検査等を行い、もって静岡県内の事業所で働く人々はもとより、広く静岡県民の公衆衛生の向上に寄与する。,
13048,A003717,公益財団法人緑の地球防衛基金,コウエキザイダンホウジンミドリノチキュウボウエイキキン,公益財団法人,内閣府,3010005018637,104-0033,東京都中央区新川2丁目6番16号馬事畜産会館203,03-3297-5505,大石 正光,https://green-earth-japan.net/,04月01日~03月31日,地球環境の保全又は自然環境の保護及び整備を目的とする事業,世界中で進む森林破壊や砂漠化に対し、地球上の緑を保全・再生し砂漠化を防止するほか、地球環境の保全に寄与する活動を行っている。,【証明】 公益財団法人緑の地球防衛基金〔税額控除〕
13055,A003849,公益財団法人カシオ科学振興財団,コウエキザイダンホウジンカシオカガクシンコウザイダン,公益財団法人,内閣府,5011005003255,151-0071,東京都渋谷区本町1丁目6番2号,03-5334-4747,樫尾 隆司,https://casiozaidan.org/,04月01日~03月31日,学術及び科学技術の振興を目的とする事業,わが国の大学機関に所属する研究者に対する研究助成及び研究協賛により、わが国の学術発展と科学技術振興に寄与することを目的とする。,
13059,A003949,公益財団法人日本科学協会,コウエキザイダンホウジンニホンカガクキョウカイ,公益財団法人,内閣府,4010405010531,107-0052,東京都港区赤坂1丁目2番2号日本財団ビル5階,03-6229-5360,髙橋 正征,https://www.jss.or.jp/,04月01日~03月31日,"学術及び科学技術の振興を目的とする事業、
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業",科学・技術の普及・振興を図り、若手研究者育成のための研究助成、科学知識普及のための展示会、国際交流のための教育・研究図書の海外寄贈、調査研究、情報提供・情報公開などの諸活動を行う,
13065,A020733,公益財団法人大下財団,コウエキザイダンホウジンオオシモザイダン,公益財団法人,広島県,8240005012356,731-0138,広島県広島市安佐南区祇園1丁目12番13号,082-871-1111,大下 俊明,http://www.osimo.or.jp/,04月01日~03月31日,公衆衛生の向上を目的とする事業,広く広島県民の生活に直結する公衆衛生の向上及び生活環境の保全に関する研究や活動に対する助成及びシンポジウムの開催などを行うことにより、健全な県民生活に寄与することを目的とする。,
13076,A003016,公益財団法人興南アジア国際奨学財団,コウエキザイダンホウジンコウナンアジアコクサイショウガクザイダン,公益財団法人,内閣府,8340005007651,892-0825,鹿児島県鹿児島市大黒町2番11号南星いづろビル,099-219-3690,本坊 修,http://www.kohnan-asia.or.jp,04月01日~03月31日,"学術及び科学技術の振興を目的とする事業、
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業",アジア諸国からの留学生に対する奨学金の支給、交流会の開催などを通した生活指導及び助言を行い、アジア諸国との国際相互理解の促進及び奨学支援を通したアジア諸国への経済協力に寄与する諸活動を行っている。,
13079,A004795,公益財団法人岐阜県国際交流センタ-,コウエキザイアンホウジンギフケンコクサイコウリュウセンター,公益財団法人,岐阜県,2200005011466,500-8875,岐阜県岐阜市柳ケ瀬通1丁目12番地,058-214-7700,吉田 和弘,https://gic.or.jp,04月01日~03月31日,"国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業、
地域社会の健全な発展を目的とする事業",当センターは、地域に根差した国際交流拠点として、本県の特性をいかした国際交流活動を通じて、多文化共生社会の実現を図るとともに、諸外国との相互理解と友好親善に寄与することを目的とする。,税額控除にかかる証明書
13086,A004411,公益財団法人中部産業・労働政策研究会,コウエキザイダンホウジンチュウブサンギョウロウドウセイサクケンキュウカイ,公益財団法人,内閣府,9180305005420,471-0833,愛知県豊田市山之手8丁目131番地,0565-27-2731,鶴岡光行,http://www.sanseiken.or.jp/,09月01日~08月31日,"学術及び科学技術の振興を目的とする事業、
勤労者の福祉の向上を目的とする事業、
男女共同参画社会の形成その他のより良い社会の形成の推進を目的とする事業",国内外の社会、経済及び労使関係に係る諸問題についての調査研究や教育啓蒙事業を行っている。,
13087,A020959,公益財団法人日本眼科学会,コウエキザイダンホウジンニホンガンカガッカイ,公益財団法人,内閣府,3010005003589,101-8346,東京都千代田区神田猿楽町2丁目4番11-402号,03-3295-2360,大鹿 哲郎,http://www.nichigan.or.jp,02月01日~01月31日,"学術及び科学技術の振興を目的とする事業、
公衆衛生の向上を目的とする事業",眼科学に関する研究発表会、講演会、総集会等の開催及び各種の学術的調査研究等を通じて、眼科学の進歩発展を図り、もって人類・社会の福祉に貢献することを目的とする。,
13088,A004565,公益財団法人日本交通文化協会,コウエキザイダンホウジンニホンコウツウブンカキョウカイ,公益財団法人,内閣府,6010005016002,100-0006,東京都千代田区有楽町1丁目1番3号東京宝塚ビル,03-3504-2221,滝 久雄,http://jptca.org/,04月01日~03月31日,"文化及び芸術の振興を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業、
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業",一般学生および美術生のための育英制度、交通機関の利用者を対象とした展覧会、駅等の公共空間に芸術作品を設置することによる環境芸術活動の推進および日本の芸術、文化の普及を兼ねた国際交流の促進事業等を行う。,
13095,A003313,公益財団法人在宅医療助成勇美記念財団,コウエキザイダンホウジンザイタクイリョウジョセイユウミキネンザイダン,公益財団法人,内閣府,4010005014866,102-0083,東京都千代田区麹町3丁目5番1号全共連ビル麹町館7階,03-5226-6266,住野 耕三,https://www.yuumi.or.jp,04月01日~03月31日,"学術及び科学技術の振興を目的とする事業、
公衆衛生の向上を目的とする事業、
国政の健全な運営の確保に資することを目的とする事業",個人の尊厳を尊重した利用者本位の自宅医療を始め、医療・福祉・介護に関する各種地域サービスの提供を推進するため、先駆的且つモデル的な在宅医療等に関する事業に対する助成等を行っています。,
13097,A003414,公益財団法人日本バレーボール協会,コウエキザイダンホウジンニホンバレーボールキョウカイ,公益財団法人,内閣府,8011005003310,151-0051,東京都渋谷区千駄ヶ谷1丁目30番8号ダヴィンチ千駄ヶ谷内,03-5786-2100,川合 俊一,http://www.jva.or.jp/,04月01日~03月31日,"児童又は青少年の健全な育成を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業、
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業",わが国のバレーボール界を統轄する団体として、バレーボールの普及・振興を図り、児童・青少年の健全な育成及び国民の心身の健全な発展に寄与し、または豊かな人間性を涵養することを目的とした事業を行っている。,
13108,A020001,公益財団法人ポエック里海財団,コウエキザイダンホウジンポエックサトウミザイダン,公益財団法人,広島県,5240005012623,721-0973,広島県福山市南蔵王町二丁目1番12号,084-922-8551,来山 哲二,http://satoumi.or.jp/,12月01日~11月30日,"文化及び芸術の振興を目的とする事業、
地球環境の保全又は自然環境の保護及び整備を目的とする事業、
地域社会の健全な発展を目的とする事業",自然環境、歴史、文化の保護に貢献するとともに、瀬戸内海の里海文化への理解と関心を芸術的観点から醸成し、環境再生及び地域の活性化に関わる活動等への助成と人材育成を行う事業,
13111,A003296,公益財団法人長崎県暴力追放運動推進センター,コウエキザイダンホウジンナガサキケンボウリョクツイホウウンドウスイシンセンター,公益財団法人,長崎県,2310005007239,850-0033,長崎県長崎市万才町5番24号,095-825-0893,永江正澄,http://www.boutsui-nagasaki.or.jp,04月01日~03月31日,"障害者若しくは生活困窮者又は事故、災害若しくは犯罪による被害者の支援を目的とする事業、
犯罪の防止又は治安の維持を目的とする事業",暴力団員の不当行為を予防するための広報及び相談受理並びに不当要求防止責任者に対する講習等により暴力団員による不当行為の防止及び被害の救済を図り、安全で住みよい長崎県づくりに寄与することを目的とする。,【証明】公益財団法人長崎県暴力追放運動運動推進センター[税額控除]
13112,A020139,公益財団法人イノアック国際教育振興財団,コウエキザイダンホウジン イノアックコクサイキョウイクシンコウザイダン,公益財団法人,内閣府,6180005004790,450-0003,愛知県名古屋市中村区名駅南2丁目13番4号,050-3135-9897,三輪 信太郎,http://www.inoac-scholarship.jp,04月01日~03月31日,児童又は青少年の健全な育成を目的とする事業,日本人学生の海外留学および外国人留学生に対する奨学金の給付。,
13114,A012432,公益財団法人青森市シルバー人材センター,コウエキザイダンホウジンアオモリシシルバージンザイセンター,公益財団法人,青森県,9420005006751,030-0802,青森県青森市本町4丁目1番3号,017-773-3604,山本 恒太,https://www.webkic.co.jp/aomorisc/,04月01日~03月31日,"高齢者の福祉の増進を目的とする事業、
地域社会の健全な発展を目的とする事業",社会参加の意欲のある高齢者のために、能力を生かした就業その他の多様な社会参加活動の場を確保し、提供することで、高齢者の生きがいの充実と福祉の増進を図るとともに、活力ある地域社会づくりに寄与する。,
13119,A004056,公益財団法人日本食品化学研究振興財団,コウエキザイダンホウジンニホンショクヒンカガクケンキュウシンコウザイダン,公益財団法人,内閣府,7120905004556,561-0828,大阪府豊中市三和町1丁目1番11号,06-6333-5680,清水 康弘,https://www.ffcr.or.jp/,04月01日~03月31日,"学術及び科学技術の振興を目的とする事業、
思想及び良心の自由、信教の自由又は表現の自由の尊重又は擁護を目的とする事業、
国政の健全な運営の確保に資することを目的とする事業",食品添加物の安全性及び有用性等食品化学に関する研究等に対する助成事業、食品添加物その他食品化学に関する情報の収集及び提供事業,
13120,A012405,公益財団法人自然保護助成基金,コウエキザイダンホウジン シゼンホゴジョセイキキン,公益財団法人,内閣府,7011005003617,105-0004,東京都港区新橋四丁目24番11号 TKK新橋ビル3階,03-6435-9877,大澤 雅彦,http://www.pronaturajapan.com,04月01日~03月31日,地球環境の保全又は自然環境の保護及び整備を目的とする事業,国内外の研究者や一般市民による地球環境と生物多様性の保全に関する研究および活動についての助成事業,
13122,A012503,公益財団法人芦刈山保存会,コウエキザイダンホウジンアシカリヤマホゾンカイ,公益財団法人,京都府,3130005002686,600-8473,京都府京都市下京区綾小路通油小路東入芦刈山町135番地の2,075-351-3860,坂部 直登,http://www.ashikariyama.jp,04月01日~03月31日,文化及び芸術の振興を目的とする事業,京都祇園祭山鉾の芦刈山の保存及び京都祇園祭山鉾行事への参加,
13126,A004912,公益財団法人諸橋近代美術館,コウエキザイダンホウジンモロハシキンダイビジュツカン,公益財団法人,福島県,7380005010504,963-8024,福島県郡山市朝日3丁目6番20号,024-925-8080,諸橋 英二,http://dali.jp,04月01日~03月31日,文化及び芸術の振興を目的とする事業,西洋近代絵画約400点を収蔵。国内の美術館より作品借入を行い毎年2~3回の企画展及び常設展を開催している。,
13133,A012222,公益財団法人かがわ水と緑の財団,コウエキザイダンホウジンカガワミズトミドリノザイダン,公益財団法人,香川県,6470005001354,761-0446,香川県高松市東植田町字寺峰1210番地3,087-849-0402,大山 智,http://www.k-green.or.jp/,04月01日~03月31日,"地球環境の保全又は自然環境の保護及び整備を目的とする事業、
国土の利用、整備又は保全を目的とする事業、
地域社会の健全な発展を目的とする事業","(1)森林公園の管理運営及び多様な利活用の促進
(2)香川用水記念公園の管理運営及び香川用水の歴史と恩恵に対する普及啓発
(3)森林の整備及び緑化の推進
(4)緑の募金の推進及び緑の募金による寄付金の管理
(5)野生鳥獣保護センターの管理運営及び鳥獣保護思想の普及啓発
(6)その他この法人の目的を達成するために必要な事業",
13135,A004404,公益財団法人佐賀県暴力追放運動推進センター,コウエキザイダンホウジンサガケンボウリョクツイホウウンドウスイシンセンター,公益財団法人,佐賀県,3300005005936,840-0831,佐賀県佐賀市松原1丁目1番1号佐賀県警察本部別館内,0952-23-9110,牟田 清敬,http://www.sboutsui.server-shared.com,04月01日~03月31日,"障害者若しくは生活困窮者又は事故、災害若しくは犯罪による被害者の支援を目的とする事業、
犯罪の防止又は治安の維持を目的とする事業",1 暴力団に係る問題を抱える者に対する相談、助言等の支援事業                       2 暴力団離脱希望者や暴力団員による不当な要求行為の被害者等に対する支援  事業         3  暴力団追放に関する研修、講習による専門的知識、技能の普及や人材の育成  事業          4 暴力追放に関する知識の普及、暴力追放意識を高揚するための広報啓発事業,【証明】公益財団法人佐賀県暴力追放運動推進センター〔税額控除〕
13136,A003266,公益財団法人北海道防犯協会連合会,コウエキザイダンホウジンホッカイドウボウハンキョウカイレンゴウカイ,公益財団法人,北海道,3430005010361,060-8520,北海道札幌市中央区北二条西7丁目,011-232-1565,五十嵐 敏明,https://www.do-bohan.or.jp/,04月01日~03月31日,犯罪の防止又は治安の維持を目的とする事業,犯罪のない地域社会の実現に向けた関係機関との協働による防犯活動の推進、自転車防犯登録による盗難防止と被害回復、防犯モデルマンション認証による安全な居住空間の創設、その他受託事業を行う。,【証明】公益財団法人北海道防犯協会連合会〔税額控除〕
13145,A003935,公益財団法人笹川平和財団,コウエキザイダンホウジンササカワヘイワザイダン,公益財団法人,内閣府,5010405009911,105-8524,東京都港区虎ノ門1丁目15番16号笹川平和財団ビル,03-5157-5430,角南 篤、酒井 英次,http://www.spf.org/,04月01日~03月31日,"男女共同参画社会の形成その他のより良い社会の形成の推進を目的とする事業、
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業、
地球環境の保全又は自然環境の保護及び整備を目的とする事業、
国土の利用、整備又は保全を目的とする事業、
地域社会の健全な発展を目的とする事業、
国民生活に不可欠な物資、エネルギー等の安定供給の確保を目的とする事業",公益財団法人笹川平和財団_kana,
13146,A012893,公益財団法人安田記念医学財団,コウエキザイダンホウジンヤスダキネンイガクザイダン,公益財団法人,内閣府,4120005015234,558-0002,大阪府大阪市住吉区長居西2丁目10番10号,06-4700-4556,安田 勝彦,http://yasuda-mf.or.jp,04月01日~03月31日,学術及び科学技術の振興を目的とする事業,"1癌の本態と発癌機構の解明並びに癌の予防と治療に対する研究助成事業
2癌研究の国際協力･国際交流に対する助成事業
3癌看護に関する研究助成事業
4癌に関する知識の普及を図り、国民の健康と福祉の増進に貢献するため、小冊子などの発行、配布事業
5その他この法人の目的を達成するために必要な事業",
13153,A003273,公益財団法人徳山科学技術振興財団,コウエキザイダンホウジントクヤマカガクギジュツシンコウザイダン,公益財団法人,内閣府,6010405009786,745-8648,山口県周南市御影町1番1号,0834-34-2581,楠 正夫,http://www.tokuyama.co.jp/zaidan/,04月01日~03月31日,"学術及び科学技術の振興を目的とする事業、
児童又は青少年の健全な育成を目的とする事業",新材料及びこれに関連する科学技術分野の研究者への研究助成や国際学術会議への参加交流助成など科学技術振興のための助成事業、並びに若い世代への科学技術の普及啓発のための科学技術啓蒙助成事業を行なっている。,
13156,A012420,公益財団法人大原記念労働科学研究所,コウエキザイダンホウジンオオハラキネンロウドウカガクケンキュウショ,公益財団法人,内閣府,2020005010305,151-0051,東京都渋谷区千駄ヶ谷一丁目1番12号,03-6447-1330,濱野 潤,https://www.isl.or.jp/,04月01日~03月31日,"学術及び科学技術の振興を目的とする事業、
公衆衛生の向上を目的とする事業、
事故又は災害の防止を目的とする事業、
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業",労働科学、労働安全衛生、産業安全保健に関する研究と実践,
13158,A004797,公益財団法人二階堂奨学会,コウエキザイダンホウジンニカイドウショウガクカイ,公益財団法人,大分県,7320005005278,879-1505,大分県速見郡日出町大字川崎837番地の13,0977-72-1070,二階堂 雅士,http://www.nikaidou-shougakukai.com/,04月01日~03月31日,児童又は青少年の健全な育成を目的とする事業,大分県内に住所を有する者の子弟で高校生、高等専門学校生及び大学生のうち、経済的理由で修学が困難な者並びに大分県内の市町村に外国人登録している留学生に対する奨学金支給事業を行っている。,
13162,A004750,公益財団法人大幸財団,コウエキザイダンホウジンダイコウザイダン,公益財団法人,愛知県,9180005014060,461-0047,愛知県名古屋市東区大幸南一丁目1番22号,052-721-1231,加藤延夫,https://www3.starcat.ne.jp/~daiko-f/,04月01日~03月31日,"学術及び科学技術の振興を目的とする事業、
文化及び芸術の振興を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業、
地域社会の健全な発展を目的とする事業",研究助成金、奨学金の給付、学術文化講演会の開催及び会館貸与,
13164,A003946,公益財団法人奈良県緑化推進協会,コウエキザイダンホウジンナラケンリョッカスイシンキョウカイ,公益財団法人,奈良県,3150005000746,634-0033,奈良県橿原市城殿町459番地大和平野土地改良区事務所建物4階,0744-26-0200,山下 真,http://www.nararyokuka.org/,04月01日~03月31日,"勤労意欲のある者に対する就労の支援を目的とする事業、
勤労者の福祉の向上を目的とする事業、
地球環境の保全又は自然環境の保護及び整備を目的とする事業",緑の募金・緑化運動の推進及び緑化意識の普及啓発、林業労働者の育成・確保に関すること,【証明】公益財団法人奈良県緑化推進協会〔税額控除〕
13166,A004734,公益財団法人岩手労働基準協会,コウエキザイダンホウジンイワテロウドウキジュンキョウカイ,公益財団法人,岩手県,4400005005116,020-0857,岩手県盛岡市北飯岡1丁目10番25号,019-681-9911,佐藤 修一,https://honbu.iwateroukikyo.com/,04月01日~03月31日,勤労者の福祉の向上を目的とする事業,労働基準法及び関係法令の普及、一般労働条件の確保・改善、健康保持増進等を図るため、必要な事業を行うことにより、労働者の福祉の向上と産業の健全な発展に寄与することを目的とする各種事業を行う。,
13169,A020544,公益財団法人慈圭会,コウエキザイダンホウジンジケイカイ,公益財団法人,岡山県,7260005000161,702-8026,岡山県岡山市南区浦安本町100番の2地,086-262-1191,堀井 茂男,http://www.zikei.or.jp/,04月01日~03月31日,"学術及び科学技術の振興を目的とする事業、
障害者若しくは生活困窮者又は事故、災害若しくは犯罪による被害者の支援を目的とする事業、
高齢者の福祉の増進を目的とする事業、
公衆衛生の向上を目的とする事業",精神科医療及び福祉に関する事業を行い、地域社会の健康増進、公衆衛生の向上並びに精神医学の進歩に寄与することを目的とする事業,
13176,A020511,公益財団法人ひろしまこども夢財団,コウエキザイダンホウジンヒロシマコドモユメザイダン,公益財団法人,広島県,2240005000993,730-0011,広島県広島市中区基町10番52号,082-212-1007,藤原 久美子,https://www.ikuchan.or.jp/,04月01日~03月31日,児童又は青少年の健全な育成を目的とする事業,"子どもが夢を持ち,子育てに喜びが持てる社会の構築に寄与することを目的とした,安心して子どもを生み育てることができる環境づくり事業及び子育て家庭や子育て応援活動を支援する事業",税額控除に係る証明書
13180,A004983,公益財団法人岩手県文化振興事業団,コウエキザイダンホウジンイワテケンブンカシンコウジギョウダン,公益財団法人,岩手県,4400005005149,020-0023,岩手県盛岡市内丸13番1号,019-654-2235,石田 知子,http://www.iwate-bunshin.jp,04月01日~03月31日,文化及び芸術の振興を目的とする事業,芸術文化の振興及び文化財等の調査研究、収集、保護、活用等を図り、もって県民の教育、学術及び文化の振興に寄与する。,
13185,A012990,公益財団法人日本セーリング連盟,コウエキザイダンホウジンニホンセーリングレンメイ,公益財団法人,内閣府,4011005003776,160-0013,東京都新宿区霞ヶ丘町4番2号,03-6447-4881,馬場 益弘,http://www.jsaf.or.jp/,04月01日~03月31日,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業,"(1)セーリングスポーツの普及、指導、競技会等の開催、諸規則の管理、資格認定等に関する事業。
(2)セーリングスポーツに係る艇体、装備、施設等の管理、調査、指導、情報提供に関する事業など。",
13191,A003022,公益財団法人山梨県スポーツ協会,コウエキザイダンホウジンヤマナシケンスポーツキョウカイ,公益財団法人,山梨県,1090005005984,400-0836,山梨県甲府市小瀬町840番地,055-243-3111,髙野 剛,http://www.sports.pref.yamanashi.jp/ysi_wdm/html/taikyo/index.html,04月01日~03月31日,教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業,山梨県におけるスポーツを振興し、県民の体力の向上を図るとともに、スポーツ精神を養う。,
13193,A004710,公益財団法人大田区産業振興協会,コウエキザイダンホウジンオオタクサンギョウシンコウキョウカイ,公益財団法人,内閣府,8010805001861,144-0035,東京都大田区南蒲田1丁目20番20号大田区産業プラザ内,03-3733-6466,川野 正博,http://www.pio-ota.jp,04月01日~03月31日,地域社会の健全な発展を目的とする事業,大田区における産業の環境基盤を整備し、その活性化を図り、地域社会の健全な発展に寄与することを目的に、区内中小企業の振興と勤労者福祉の向上を図る事業を実施しています。,
13202,A004700,公益財団法人堺市就労支援協会,コウエキザイダンホウジン サカイシシュウロウシエンキョウカイ,公益財団法人,大阪府,5120105004615,590-0821,大阪府堺市堺区大仙西町2丁69番9,072-244-3711,荒本 眞澄,https://jobship-sakai.com/,04月01日~03月31日,"障害者若しくは生活困窮者又は事故、災害若しくは犯罪による被害者の支援を目的とする事業、
勤労意欲のある者に対する就労の支援を目的とする事業、
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業、
国政の健全な運営の確保に資することを目的とする事業",公益財団法人堺市就労支援協会_kana,
13208,A012660,公益財団法人KVK福祉会,コウエキザイダンホウジンケーブイケーフクシカイ,公益財団法人,岐阜県,9200005011518,501-3304,岐阜県加茂郡富加町高畑字稲荷641番地 株式会社KVK内,0574-55-0005,理事長 末松 正幸,https://www.kvk.co.jp/fukushikai/index.html,04月01日~03月31日,障害者若しくは生活困窮者又は事故、災害若しくは犯罪による被害者の支援を目的とする事業,岐阜市、美濃加茂市及び加茂郡富加町の社会福祉の増進に寄与することを目的とし、各市町内在住の要援護者に対する助成を実施する。,
13210,A004247,公益財団法人上野カネ奨学会,コウエキザイダンホウジンウエノカネショウガクカイ,公益財団法人,鹿児島県,4340005005618,890-0053,鹿児島県鹿児島市中央町18番地1南国センタービル内,099-202-0062,永山 在紀,http://www.uenokane-shougaku.jp/,04月01日~03月31日,"学術及び科学技術の振興を目的とする事業、
児童又は青少年の健全な育成を目的とする事業","趣旨
女子教育の振興を図り,女性の社会的地位の向上・発展に寄与するとともに,有為な人材を支援し,地域事業の発展に寄与する。

内容
1 教師を志望する女子学生で,経済的理由により就学困難な者に対して学資金を貸与する。
2 本県の女子教員を海外に派遣して,各国の教育事情等を視察させる。
3 本県の企業への就職をする学生で,学資金の貸与を受けていた者に対して返還支援を行う。

対象者
上記1は,本県に生活の本拠を有する者の子女で,現に県内の大学・短大に在学している教員を志望する女子生徒。
上記2は,本県の小学校に在籍する女子教員。
上記3は,本県に生活の本拠を有する者の子女で,大学在学時に日本学生支援機構の奨学金(第一種・第二種)の貸与を受け,卒業後,本県に本社がある企業への就職を志望する者。

財源
寄付金及び株式,預貯金から生じる配当金や預金利子等。",
13211,A012039,公益財団法人ニューテクノロジー振興財団,コウエキザイダンホウジンニューテクノロジーシンコウザイダン,公益財団法人,内閣府,1010805001892,101-0021,東京都千代田区外神田3丁目9番2号,03-5295-2060,油田信一,http://www.ntf.or.jp/,04月01日~03月31日,"学術及び科学技術の振興を目的とする事業、
児童又は青少年の健全な育成を目的とする事業",科学技術に関する普及、調査研究及びこれらの助成に関する事業,
13218,A012876,公益財団法人埼玉学生誘掖会,コウエキザイダンホウジンサイタマガクセイユウエキカイ,公益財団法人,内閣府,1010005018812,102-0074,東京都千代田区九段南3丁目9番11号マートルコート麹町305号,03-3262-6013,会頭 保泉欣嗣,http://www.saitama-yueki.or.jp,04月01日~03月31日,"児童又は青少年の健全な育成を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業",埼玉県人又は埼玉県出身者の子弟で東京都及びその周辺に所在する大学に在学する大学生に対する奨学金の給与並びにその者に対する指導誘掖,
