seqCorp,法人コード,法人の名称,法人の名称フリガナ,法人区分,行政庁,法人番号(JCN),郵便番号,主たる事務所の住所,代表電話番号,代表者の氏名,ホームページアドレス,事業年度,事業の種類,事業の概要,税額控除に係る証明
16276,A004163,公益財団法人三菱ＵＦＪ技術育成財団,コウエキザイダンホウジンミツビシユーエフジェイギジュツイクセイザイダン,公益財団法人,内閣府,1010405010600,105-0014,東京都港区芝２丁目４番３号,03-5730-0338,園　潔,https://www.mutech.or.jp/,04月01日～03月31日,公正かつ自由な経済活動の機会の確保及び促進並びにその活性化による国民生活の安定向上を目的とする事業,技術指向型中小企業に(1)新技術・新製品等の研究開発に対する助成金交付、(2)新技術・新製品等の研究開発を行うための借入に対する債務保証、(3)技術開発・経営に資するための株式保有等を実施している。,
16277,A013361,公益社団法人日本動物学会,コウエキシャダンホウジン　ニホンドウブツガッカイ,公益社団法人,内閣府,9010005004359,113-0033,東京都文京区本郷７丁目２番２号本郷MTビル４階,03-3814-5461,志賀　向子,https://www.zoology.or.jp/,07月01日～06月30日,学術及び科学技術の振興を目的とする事業,動物学に関する研究についての発表、知識の交換、情報の提供等の事業を行い、動物学に関する研究の進歩と普及を図り、もって学術の発展と科学・技術の振興に寄与するとともに、動物学の推進、動物学教育の推進、社会との連携の推進、動物学研究の助成、国際協力の推進を図り人類福祉の向上に資することを目的とする,【証明】公益社団法人 日本動物学会［税額控除］
16278,A004467,一般財団法人長崎県交通安全協会,イッパンザイダンホウジンナガサキケンコウツウアンゼンキョウカイ,一般財団法人である移行法人,長崎県,6310005000743,852-8034,長崎県長崎市城栄町４１番７５号,095-845-1770,村瀬　公一郎,http://www.nagasaki-kotsu.or.jp/,04月01日～03月31日,,交通事故防止の為、適正な交通の方法、交通安全に関する広報・啓発、運転者等の交通安全教育、優良運転者等の表彰、交通安全指導員運営等の諸活動を通じ交通の安全と円滑を推進し、交通秩序の確立に寄与する事業,
16279,A021767,一般社団法人豊川青年会議所,イッパンシャダンホウジントヨカワセイネンカイギショ,一般社団法人,愛知県,6180305003575,442-0033,愛知県豊川市豊川町辺通４番地の４,0533-86-9223,夏目　喬之,http://www.toyokawa-jc.jp,01月01日～12月31日,,地域社会の健全な発展を目的とした、市民及び地域の青少年向けの講座、イベント等の事業,
16280,A004103,公益社団法人和歌山県病院協会,コウエキシャダンホウジンワカヤマケンビョウインキョウカイ,公益社団法人,和歌山県,5170005005931,640-8319,和歌山県和歌山市手平２丁目１番２号,073-436-0437,中井　國雄,http://www.wabyokyo.or.jp/,04月01日～03月31日,"学術及び科学技術の振興を目的とする事業、
文化及び芸術の振興を目的とする事業、
公衆衛生の向上を目的とする事業",病院医療の向上並びに社会福祉の増進に寄与する。,
16281,A021588,一般社団法人旭川手をつなぐ育成会,イッパンシャダンホウジンアサヒカワテヲツナグイクセイカイ,一般社団法人である移行法人,北海道,8450005000182,078-8391,北海道旭川市宮前一条３丁目３番７号旭川市障害者福祉センター３階,0166-37-9010,青山　弥生,https://ikuseikai-asahikawa.jimdofree.com,04月01日～03月31日,,知的障害者・児の福祉の増進に関する事業,
16282,A013428,一般財団法人香焼遠見霊園,イッパンザイダンホウジンコウヤギトオミレイエン,一般財団法人,長崎県,5310005002071,851-0310,長崎県長崎市香焼町１８７９番地１,095-871-0565,山谷　祐吉,http://toumi-reien.com/,04月01日～03月31日,公衆衛生の向上を目的とする事業,長崎県において霊園の維持管理を行い、霊園に関する相談及び情報提供等を行うことにより、県民の霊園需要に応え、もって地域の福祉の向上に寄与している。,
16283,A004800,一般社団法人長崎県手をつなぐ育成会,イッパンシャダンホウジンナガサキケンテヲツナグイクセイカイ,一般社団法人,長崎県,7310005000668,852-8104,長崎県長崎市茂里町３番２４号長崎県総合福祉センター内,095-846-8730,竹内　隆伯,,04月01日～03月31日,,知的障がい児・者の気持ちや願いを大切にし、障がいのある当事者及びその家族が自分らしく地域で暮らすための援助を行うと共に、福祉の増進を図るため、各種相談、人権擁護、家族支援、地域福祉構築事業等を実施,
16284,,,,,,,,,,,,,,,
16285,A021523,一般社団法人スウェーデン社会研究所,イッパンシャダンホウジンスウェーデンシャカイケンキュウショ,一般社団法人である移行法人,内閣府,3010405002645,164-8525,東京都中野区中野四丁目２１番１号　明治大学中野キャンパス１４２３号室,08020528201,鈴木　賢志,https://jissnet.com,04月01日～03月31日,,スウェーデンは内政・外交両面において不可欠な研究課題を示しており、わが国の方針を考える際に、重要な参考となります。本研究所は多方面でのスウェーデンに関する研究とその情報提供を目的としています。,
16286,A005203,一般財団法人日光市公共施設振興公社,イッパンザイダンホウジンニッコウシコウキョウシセツシンコウコウシャ,一般財団法人である移行法人,栃木県,2060005002521,321-1264,栃木県日光市瀬尾１６４０番地２２,0288-22-6163,斎藤　信義,http://www.kousha.or.jp/,04月01日～03月31日,,日光市内の公的施設の管理運営を行うとともに、観光客へのサービス向上、並びに当該施設を活用した文化及び体育の振興を図り、地域社会の発展と健康で豊かな市民生活の形成に寄与する。,
16287,,,,,,,,,,,,,,,
16288,A021635,公益財団法人滋賀県環境事業公社,コウエキザイダンホウジンシガケンカンキョウジギョウコウシャ,公益財団法人,滋賀県,5160005003135,520-3411,滋賀県甲賀市甲賀町神６４５番地,0748-88-9191,三日月　大造,http://www.shiga-kj.com/,04月01日～03月31日,"公衆衛生の向上を目的とする事業、
地球環境の保全又は自然環境の保護及び整備を目的とする事業、
地域社会の健全な発展を目的とする事業",滋賀県内において、産業廃棄物等の安全かつ適正な処理の推進を図る事業を実施し、公衆衛生の向上と地域社会の健全な発展、県民の生活環境の保全および産業の健全な発展に寄与し、もって県民生活の安定向上に資する。,
16289,A013318,公益財団法人呉市文化振興財団,コウエキザイダンホウジンクレシブンカシンコウザイダン,公益財団法人,広島県,5240005012739,737-0051,広島県呉市中央三丁目１０番１号呉市文化ホール内,0823-25-7878,明神　博,http://kure-bunka.jp/,04月01日～03月31日,"文化及び芸術の振興を目的とする事業、
地域社会の健全な発展を目的とする事業",呉市民の文化の向上、発展をめざして優れた舞台芸術や美術作品の鑑賞機会の提供。次代の芸術家の育成や鑑賞者の拡大に取り組むため、育成・教育普及事業の推進及び文化活動の支援として施設の利用促進を行います。,
16290,A021026,公益財団法人徳島県水産振興公害対策基金,コウエキザイダンホウジントクシマケンスイサンシンコウコウガイタイサクキキン,公益財団法人,徳島県,5480005000257,770-0873,徳島県徳島市東沖洲２丁目１３番地,088-636-0526,中藤　直孝,https://www.tokusuishinkoukikin.or.jp/,04月01日～03月31日,"勤労意欲のある者に対する就労の支援を目的とする事業、
国民生活に不可欠な物資、エネルギー等の安定供給の確保を目的とする事業",徳島県における水産物の安定供給と水産業の発展に資することを目的とする事業を行う。,
16291,,,,,,,,,,,,,,,
16292,,,,,,,,,,,,,,,
16293,A021124,一般財団法人大田区中小企業特定退職金共済会,イッパンザイダンホウジンオオタクチュウショウキギョウトクテイタイショクキンキョウサイカイ,一般財団法人,東京都,8010805000046,144-0035,東京都大田区南蒲田１丁目２０番２０号大田区産業プラザ内,03-3734-8500,平澤　久男,http://www.otakushoren.com,04月01日～03月31日,,中小企業勤労者の福祉の向上を図るため、蒲田税務署長から特定退職金共済団体として承認を受け特定退職金事業を行う。,
16294,A005509,公益財団法人横浜勤労者福祉協会,コウエキザイダンホウジンヨコハマキンロウシャフクシキョウカイ,公益財団法人,神奈川県,7020005010283,230-0001,神奈川県横浜市鶴見区矢向１丁目６番２０号,045-574-1013,野末浩之,http://www.ushioda.org/,04月01日～03月31日,"障害者若しくは生活困窮者又は事故、災害若しくは犯罪による被害者の支援を目的とする事業、
高齢者の福祉の増進を目的とする事業、
公衆衛生の向上を目的とする事業、
地域社会の健全な発展を目的とする事業",「生計困難者のために、無料又は低額な料金で診療を行なう事業」を核として「いつでも、どこでも、誰でもが受けられる無差別平等の福祉医療・介護事業」を実践し、広く地域住民の公衆衛生及び福祉に貢献する事業,
16295,A021827,一般社団法人宮崎県理学療法士会,イッパンシャダンホウジンミヤザキケンリガクリョウホウシカイ,一般社団法人,宮崎県,,880-0032,宮崎県宮崎市霧島二丁目62番地2,0985-34-9120,中田　洋輔,http://www.miyazaki-pta.com/,04月01日～03月31日,,理学療法士の職業倫理の高揚を図るとともに、理学療法の学術及び技術の向上を推進し、もって県民の医療・保健・福祉の増進に寄与することを目的とする。,
16296,A005056,一般財団法人川口中小企業共済協会,イッパンザイダンホウジンカワグチチュウショウキギョウキョウサイキョウカイ,一般財団法人である移行法人,埼玉県,6030005012123,332-0012,埼玉県川口市本町４丁目１番８号,048-227-6751,入野　純一,http://www.kawakyousai.or.jp/,04月01日～03月31日,,中小企業者が金融機関からの事業資金の融資を受けるに当たって、信用保証によりその融資を保証することによって、中小企業の金融円滑化を図り、もって地域産業の発展に寄与することを目的とした事業を行う。,
16297,A013773,一般社団法人柳川青年会議所,イッパンシャダンホウジンヤナガワセイネンカイギショ,一般社団法人,福岡県,9290005011088,832-0045,福岡県柳川市本町１１７番地の２,0944-73-4015,藤木　秀樹,htpp://yanagawajc.or.jp,01月01日～12月31日,,本会議所は経済、地域社会、文化、国際親善及び世界平和等の発展並びに繁栄に寄与することを目的とし、これらの向上に資する事業、社会奉仕事業及び青少年育成事業、その他本会議所の目的達成に必要な事業を行う。,
16298,A021699,一般財団法人奈良至誠会館,イッパンザイダンホウジンナラシセイカイカン,一般財団法人である移行法人,奈良県,3150005000754,630-8306,奈良県奈良市紀寺町８２６番地,0742-22-2269,今里　泰彦,,04月01日～03月31日,,戦争犠牲者等の顕彰及び愛国精神の高揚等に資する事業の実施,
16299,A004957,一般社団法人岡山県介護福祉士会,イッパンシャダンホウジンオカヤマケンカイゴフクシシカイ,一般社団法人,岡山県,2260005003053,700-0807,岡山県岡山市北区南方２丁目１３－１,086-222-3125,安達悦子,http://www.okayama-kaigo.jp,04月01日～03月31日,,介護福祉士の資質及び社会的地位の向上に資するとともに岡山県民の地域介護福祉の増進を図り、もって県民の豊かな生活の実現に寄与するため介護福祉に関わる情報提供や介護福祉に従事する者の研修等を実施している。,
16300,A013990,一般社団法人シュバイツァー日本友の会,イッパンシャダンホウジンシュバイツァーニホントモノカイ,一般社団法人,内閣府,6010905002464,157-0073,東京都世田谷区砧５丁目１６番１５号,03-3416-6997,柳瀬　正人,http://www014.upp.so-net.ne.jp/asfoj/,04月01日～03月31日,,"ヒューマニズムに立って、Ａ．シュバイツァーの平和と博愛の精神を広く喚起することを目的に
講演会、会報、研究誌刊行と海外交流を行う。",
16301,A004424,公益財団法人福岡国際交流協会,コウエキザイダンホウジンフクオカコクサイコウリュウキョウカイ,－,福岡県,,810-0001,福岡県福岡市中央区天神一丁目10番１号,092-733-5630,貞刈　厚仁,http://www.rainbowfia.or.jp/,04月01日～03月31日,"児童又は青少年の健全な育成を目的とする事業、
国際相互理解の促進及び開発途上にある海外の地域に対する経済協力を目的とする事業、
地域社会の健全な発展を目的とする事業",福岡都市圏において、アジアに開かれた福岡の歴史、文化、その他の特性を生かした国際交流活動を行い、市民の相互理解を深める多文化共生社会の実現に寄与し、地域の発展と国際平和に貢献する。,
16302,A013528,一般社団法人山梨県ビルメンテナンス協会,イッパンシャダンホウジンヤマナシケンビルメンテナンスキョウカイ,一般社団法人,山梨県,,400-0053,山梨県甲府市大里町1928番地,055-241-6676,小林　脩一,,04月01日～03月31日,,ビルメンテナンスに関する技術の教育訓練、知識の普及啓蒙及び経営に関する調査、資料収集を行い、もって、ビルにおける健康で安全な環境条件の維持発展に資する。,
16303,A021499,公益社団法人長野県柔道整復師会,コウエキシャダンホウジンナガノケンジュウドウセイフクシカイ,公益社団法人,長野県,2100005000058,380-0941,長野県長野市大字安茂里字伊勢宮２１６７番地９,026-224-6800,柏木　久明,http://www.shadan-nissei.or.jp/,04月01日～03月31日,"障害者若しくは生活困窮者又は事故、災害若しくは犯罪による被害者の支援を目的とする事業、
高齢者の福祉の増進を目的とする事業、
公衆衛生の向上を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業",本会は、日本の伝統医療である柔道整復学及び柔道整復術の進歩発展と柔道整復師の資質の向上を図るとともに、保健・医療・介護に関する諸制度の円滑な運営と健全な発展に寄与する事業を実施する。,
16304,A004427,公益財団法人仙台国際交流協会,コウエキザイダンホウジンセンダイコクサイコウリュウキョウカイ,－,宮城県,,980-0856,宮城県仙台市青葉区青葉山仙台国際センター内,022-265-2211,伊藤　敬幹,http://www.sira.or.jp,04月01日～03月31日,地域社会の健全な発展を目的とする事業,仙台市における多文化共生社会の形成及び交流による活力ある都市づくりに寄与することを目的として、地域的特性を生かした市民協働による国際交流活動等を推進するとともに、多様な交流活動に関する事業を行う。,
16305,A021981,一般社団法人秋田県住宅宅地協会,イッパンシャダンホウジンアキタケンジュウタクタクチキョウカイ,一般社団法人,秋田県,,010-0951,秋田県秋田市山王五丁目１４番１号,018-866-1301,沼澤　義幸,,04月01日～03月31日,,地方公共団体の宅地及び住宅政策に協力して、民間宅地造成事業及びこれに関する住宅建設事業の健全なる発展を図り、もつて社会福社の増進に寄与する,
16306,A013405,一般財団法人神戸沖洲会館,イッパンザイダンホウジンコウベチュウシュウカイカン,一般財団法人である移行法人,兵庫県,5140005013103,651-0063,兵庫県神戸市中央区宮本通２丁目３番１３号,078-242-1975,原　茂樹,,04月01日～03月31日,,神戸市内及びその近郊に住む沖洲会員、地域住民の相互の親睦を深めつつ、社会公共の福利増進に寄与することを目的として、神戸沖洲会館の管理運営に関する事業を行う。,
16307,A021988,一般社団法人魚沼青年会議所,イッパンシャダンホウジンウオヌマセイネンカイギショ,一般社団法人,新潟県,4110005013602,946-0075,新潟県魚沼市吉田１１４８番地魚沼市地域振興センター２Ｆ,025-792-8220,三友　玲央,,01月01日～12月31日,,政治、経済、社会、教育、文化等に関する調査研究並びにこれらの改善発展に資する計画の立案及び実現の推進等,
16308,A013754,一般社団法人愛知県社会福祉士会,イッパンシャダンホウジンアイチケンシャカイフクシシカイ,一般社団法人,愛知県,,460-0012,愛知県名古屋市中区千代田５－２１－３サンマンション鶴舞４０２号,052-264-0687,對馬　幸司,http://www.aichi-acsw.or.jp/index.html,04月01日～03月31日,,社会福祉士の専門職能団体として県民の福祉の向上に寄与するため、県民の生活と権利を擁護するための諸事業、福祉に関する知識と技術の普及啓発のための諸事業、福祉専門職の技能の向上のための諸事業を展開する。,
16309,A004635,一般財団法人日本羊毛工業技術開発協会,イッパンザイダンホウジンニホンヨウモウコウギョウギジュツカイハツキョウカイ,一般財団法人,内閣府,,541-0051,大阪府大阪市中央区備後町二丁目5番8号綿業会館,06-6231-1563,佐藤　光由,,04月01日～03月31日,,,
16310,A021130,一般財団法人日本産業科学研究所,イッパンザイダンホウジンニホンサンギョウカガクケンキュウショ,一般財団法人である移行法人,内閣府,1240005007775,720-0082,広島県福山市木之庄町3-13-14,084-921-6010,宮地　尚,https://nissanken.org,04月01日～03月31日,,研究支援事業,
16311,A013727,一般社団法人日本建築構造技術者協会,イッパンシャダンホウジンニホンケンチクコウゾウギジュツシャキョウカイ,一般社団法人,内閣府,,102-0075,東京都千代田区三番町２４番地林三番町ビル,03-3262-8498,森高　英夫,http:www.jsca.or.jp,04月01日～03月31日,,建築構造の設計、工事監理等に関わる職能・学術・技術の発展に関する調査研究、技術書の刊行、会誌の発行、講習会等の開催、建築構造設計者等の育成、登録及び表彰、建築構造設計者等への助言及び支援などの事業,
16312,A004239,一般社団法人徳島県精神科病院協会,イッパンシャダンホウジントクシマケンセイシンカビョウインキョウカイ,一般社団法人,徳島県,,771-0117,徳島県徳島市川内町鶴島277番地１,088-665-5771,井上　和俊,,04月01日～03月31日,,県下の精神科医療の向上改善及び精神保健思想の普及を図り、地域社会の精神的健康の維持増進に貢献する事業,
16313,A013937,公益財団法人年金シニアプラン総合研究機構,コウエキザイダンホウジンネンキンシニアプランソウゴウケンキュウキコウ,公益財団法人,内閣府,3010405010482,108-0074,東京都港区高輪１丁目３番１３号,03-5793-9411,平井　憲之,https://www.nensoken.or.jp/,04月01日～03月31日,"学術及び科学技術の振興を目的とする事業、
高齢者の福祉の増進を目的とする事業",年金制度、年金資金運用及び年金生活に関する調査研究を中心とした事業を行っている。,
16314,A004725,一般財団法人各務原市施設振興公社,イッパンザイダンホウジンカカミガハラシシセツシンコウコウシャ,一般財団法人,岐阜県,,504-0912,岐阜県各務原市那加桜町一丁目６９番地,058-371-2846,磯谷　均,,04月01日～03月31日,,各務原市が設置又は管理する公共施設等の管理運営に関する受託事業を通して、勤労者の福祉増進及び市民サービスの向上を図る事業,
16315,A021103,公益社団法人宮崎労働基準協会,コウエキシャダンホウジン　ミヤザキロウドウキジュンキョウカイ,公益社団法人,宮崎県,7350005000193,880-0024,宮崎県宮崎市祇園3丁目1番地　矢野産業祇園ビル,0985-25-1853,橋口　光雄,http://www.miyazaki-roukikyo.or.jp,04月01日～03月31日,"公衆衛生の向上を目的とする事業、
勤労者の福祉の向上を目的とする事業、
事故又は災害の防止を目的とする事業",労働安全衛生法に基づく技能講習及び特別教育の実施並びに労働基準関係の各種教育・セミナーの実施のほか労働基準関係の行事開催、各種活動及び普及・広報などを行う,
16316,,,,,,,,,,,,,,,
16317,A004658,公益財団法人国際宗教研究所,コウエキザイダンホウジンコクサイシュウキョウケンキュウジョ,公益財団法人,内閣府,9011205000016,165-0035,東京都中野区白鷺２丁目４８番１３号,03-5373-5855,島薗　進,http://www.iisr.jp/,04月01日～03月31日,"学術及び科学技術の振興を目的とする事業、
文化及び芸術の振興を目的とする事業、
思想及び良心の自由、信教の自由又は表現の自由の尊重又は擁護を目的とする事業",国内外の諸宗教を研究し、それらの相互理解と国際的理解の増進を図り、もって文化の向上発展と世界の平和及び人類の福祉に貢献する事業,【証明】公益財団法人国際宗教研究所〔税額控除〕
16318,A022554,一般社団法人四條畷青年会議所,イッパンシャダンホウジンシジョウナワテセイネンカイギショ,一般社団法人,大阪府,2122005001637,575-0002,大阪府四條畷市岡山１丁目３番１２号,072-876-7103,新阜　潤一,http://www.nawatejc.com/,01月01日～12月31日,,"会員相互の啓発と交流、地域特性を活かしたまちづくりや子どもたちの育成、まつりなど
の事業を通じて地域社会と国家の健全な発展を目指し、会員相互の信頼のもとに資質の向
上と啓発に努める。",
16319,,,,,,,,,,,,,,,
16320,A021143,公益財団法人勤労青少年躍進会,コウエキザイダンホウジンキンロウセイショウネンヤクシンカイ,公益財団法人,内閣府,1011105000040,160-0022,東京都新宿区新宿３丁目２２番１２号,03-3352-5604,小林　莞侍,,04月01日～03月31日,"児童又は青少年の健全な育成を目的とする事業、
勤労者の福祉の向上を目的とする事業、
教育、スポーツ等を通じて国民の心身の健全な発達に寄与し、又は豊かな人間性を涵養することを目的とする事業",勤労青少年に職業人としての誇りと責任を自覚せしめ心身ともに健全にして有為な人材の育成に寄与すること目的とする。,
16321,A013289,一般社団法人衛星放送協会,イッパンシャダンホウジンエイセイホウソウキョウカイ,一般社団法人,内閣府,2010405010566,107-0052,東京都港区赤坂２丁目８番２号,03-6441-0550,和崎　信哉,http://www.eiseihoso.org/,04月01日～03月31日,,衛星放送事業の放送水準の向上と普及発展を目指し、多様なメディアの一つとして公共の福祉の増進と放送の社会的使命を果たす事業を行う。,
16322,,,,,,,,,,,,,,,
16323,A021511,一般社団法人越谷市歯科医師会,イッパンシャダンホウジンコシガヤシシカイシカイ,一般社団法人である移行法人,埼玉県,2030005010188,343-0022,埼玉県越谷市東大沢１丁目１２番地１越谷市立保健センター内,048-978-0011,平井　丈司,"http://www.yoiha.or.jp/,",04月01日～03月31日,,医道の高揚、歯科医学及び歯科技術の進歩発達並びに公衆衛生の普及及び向上を図ることを主たる事業としております。,
16324,A013183,一般社団法人伊勢原市薬剤師会,イッパンシャダンホウジンイセハラシヤクザイシカイ,一般社団法人,神奈川県,6021005004020,259-1131,神奈川県伊勢原市伊勢原２丁目７番３１号,0463-96-0317,髙橋　良二,http://www.iseharashiyaku.or.jp,04月01日～03月31日,,薬剤師及び医薬品の販売業に関係のある者の倫理的かつ学術的水準を高めるとともに、薬学及び薬業の進歩発展を図り、もって地域住民に対する厚生福祉の増進に寄与することを目的とする事業,
16325,,,,,,,,,,,,,,,
16326,A013390,一般社団法人日本ワクチン産業協会,イツパンシヤダンホウジンニホンワクチンサンギヨウキヨウカイ,一般社団法人,内閣府,,101-0047,東京都千代田区内神田二丁目１４番４号内神田ビルディング,03-6206-9660,廣内　忠雄,http://www.wakutin.or.jp,04月01日～03月31日,,本協会は、国民の保健衛生の向上に寄与することを目的として、ワクチン等の普及・啓発、ワクチン等の研究に対する助成、ワクチン等の供給に関する調査・研究などの事業を行う。,
16327,A021098,一般社団法人近畿小型船舶工業会,イッパンシャダンホウジンキンキコガタセンパクコウギョウカイ,一般社団法人,内閣府,5120005003056,552-0021,大阪府大阪市港区築港３丁目７番１５号港振興ビル２０４号室,06-4394-8920,畑山　彰夫,,04月01日～03月31日,,小型船造船業の合理化等を促進し進歩発達を図り、あわせて関連事業の発展に資するため、経営基盤の強化・合理化、技術の向上、労働力の確保等の調査研究並びに普及、情報・資料の収集などを行う事業,
16328,A005462,一般社団法人鹿児島県私立中学高等学校退職金基金社団,イッパンシャダンホウジンカゴシマケンシリツチュウガクコウトウガッコウタイショクキンキキンシャダン,一般社団法人,鹿児島県,,890-0062,鹿児島県鹿児島市与次郎二丁目６番６号－２０１号,099-812-8778,理事長　　西　浩二,http://www.kagoshima-shigaku.com/resign/,04月01日～03月31日,,加盟学校法人の教職員が退職した場合に、当該学校法人がその退職者に支給すべき退職手当の資金をその学校法人に給付する事業,
16329,A021544,一般財団法人岩国学生寮,イッパンザイダンホウジンイワクニガクセイリョウ,一般財団法人である移行法人,京都府,3130005002694,602-0044,京都府京都市上京区今出川通小川東入北兼康町２９５番地の１,075-411-0924,山田　卓二,https://www.iwakunigakuseiryo.org/,04月01日～03月31日,,学生寮の運営,
16330,A013125,一般社団法人日本フードサービス協会,イッパンシャダンホウジンニホンフードサービスキョウカイ,一般社団法人,内閣府,7010405002492,105-0013,東京都港区浜松町１丁目２９番６号,03-5403-1060,高岡　慎一郎,http://www.jfnet.or.jp/,04月01日～03月31日,,国民の豊かな食生活及び活力ある経済社会の実現に寄与することを目的として、フードサービス産業及び食生活の向上に関する情報の収集提供、調査研究、教育研修等を実施する。,
16331,A004699,一般財団法人医療関連サービス振興会,イッパンザイダンホウジンイリョウカンレンサービスシンコウカイ,一般財団法人である移行法人,内閣府,6010005000047,102-0073,東京都千代田区九段北１丁目１１番１１号,03-3238-1861,松谷　有希雄,https://ikss.net/,04月01日～03月31日,,国民の医療及び福祉の向上に寄与するため、良質な医療関連サービスを認証するサービスマーク制度の運営、医療関連サービスに関する調査研究、研修及び情報提供を行っています。,
16332,A022606,一般社団法人飯田青年会議所,イッパンシャダンホウジンイイダセイネンカイギショ,一般社団法人,長野県,2100005009470,395-0044,長野県飯田市常盤町４１番地,0265-23-7875,勅使河原　由生妃,http://www.iidajc.com,01月01日～12月31日,,地域社会を牽引する青年が中心となり、飯田市及びその近郊の明るい豊かな地域社会の構築を目指し、まちづくり事業や人材育成事業、青少年育成事業の諸活動を行っている。,
16333,A013117,公益財団法人食の安全・安心財団,コウエキザイダンホウジンショクノアンゼンアンシンザイダン,公益財団法人,内閣府,4010405000094,105-0013,東京都港区浜松町１丁目２９番６号,03-5403-1064,上原　征彦,http://www.anan-zaidan.or.jp/,04月01日～03月31日,"公衆衛生の向上を目的とする事業、
公正かつ自由な経済活動の機会の確保及び促進並びにその活性化による国民生活の安定向上を目的とする事業、
一般消費者の利益の擁護又は増進を目的とする事業",食の安全の向上及び食に対する社会の信頼の確保に資する人材育成と調査研究、情報提供と食品の安全性に関するリスクコミュニケーションの実施等,
16334,,,,,,,,,,,,,,,
16335,A013378,一般財団法人福井県教職員互助会,イッパンザイダンホウジンフクイケンキョウショクインゴジョカイ,一般財団法人である移行法人,福井県,8210005000396,910-0005,福井県福井市大手３丁目１７番１号福井県教育庁内,0776-20-0560,林　雅則,http://info.pref.fukui.jp/gakukyo/gojo/,04月01日～03月31日,,"1.会員に対する共済等の福利厚生関事業
2.福井県の教育文化の振興に関する事業
3.その他、この法人の目的を達成するために必要な事業",
16336,,社団法人下関青年会議所,シャダンホウジンシモノセキセイネンカイギショ,特例社団法人,山口県,,750-0005,山口県下関市唐戸町6番1号カモンワーフ3階,083-231-6544,乙部　浩正,,,,,
16337,A013102,公益社団法人愛媛能楽協会,エヒメノウガクキョウカイ,公益社団法人,愛媛県,5500005001384,790-0011,愛媛県松山市千舟町４丁目３番地９,089-941-7887,土居　英雄,http://ehime-nohgaku.org/,04月01日～03月31日,文化及び芸術の振興を目的とする事業,"愛媛県内の能楽愛好者の技芸鍛錬、普及存続のための人材の育成、能楽に関する調査研究
及び資料の刊行などを通じて、愛媛県における能楽の振興を目的とする事業を行う。",
16338,A021844,公益社団法人島根県トラック協会,コウエキシャダンホウジン　シマネケントラックキョウカイ,公益社団法人,島根県,8280005000142,690-0001,島根県松江市東朝日町１９４番地１,0852-21-4272,会長　永井　好輔,http://www.shimane-torakyo.com,04月01日～03月31日,国民生活に不可欠な物資、エネルギー等の安定供給の確保を目的とする事業,国民生活を支えるライフラインとしてのトラック輸送を振興するため、消費者・企業ニーズに対応しつつ輸送の安全性の確保、環境の保全、地球温暖化対策、労働者対策の推進を図るため助成事業等を実施している。,
16339,A004348,公益社団法人日本広告審査機構,コウエキシャダンホウジンニホンコウコクシンサキコウ,公益社団法人,内閣府,3010005016566,104-0061,東京都中央区銀座二丁目１６番７号,03-3541-2813,西澤　豊,https://www.jaro.or.jp/,04月01日～03月31日,"公正かつ自由な経済活動の機会の確保及び促進並びにその活性化による国民生活の安定向上を目的とする事業、
一般消費者の利益の擁護又は増進を目的とする事業","１．広告・表示に関する指導、相談
２．広告・表示に関する審査
３．講演会・セミナー、講師派遣
４．機関誌の頒布
５．ウェブサイトによる情報提供",
16340,,,,,,,,,,,,,,,
16341,A021392,一般社団法人北産業連合会,イッパンシャダンホウジンキタサンギョウレンゴウカイ,一般社団法人である移行法人,東京都,2011505000432,114-0022,東京都北区王子本町１丁目２２番３号,03-3900-3812,斉藤　正美,http://www.kitasangyorengoukai.com/,04月01日～03月31日,,企業の健全な育成と地域産業の振興に関する事業を行い、もって地域社会の発展と振興に寄与することを目的とする。,
16342,,,,,,,,,,,,,,,
16343,A021285,一般社団法人神奈川県養豚協会,イッパンシャダンホウジンカナガワケンヨウトンキョウカイ,一般社団法人,神奈川県,8021005004638,243-0417,神奈川県海老名市本郷３６７８番地,046-238-2502,山口　昌興,,04月01日～03月31日,,養豚経営者に対し種豚改良に関する技術の普及と養豚に関する指導及び各種情報の提供を行い、肉豚品質向上と養豚経営及び肉豚供給の安定化を図り、もって養豚の振興及び県民生活の向上に寄与する事業を実施する,
16344,A004585,一般社団法人東友会,イッパンシャダンホウジントウユウカイ,一般社団法人,東京都,,113-0034,東京都文京区湯島二丁目4番4号,03-5842-5655,大岩　孝平,http://www4.ocn.ne.jp/~t-hibaku/,04月01日～03月31日,,原爆被害者（被爆者）への援護対策の推進、救援事業をおこなう。あわせて再び核戦争の惨禍をひきおこさないための努力を通じて被爆者・国民の平和と福祉に貢献する。,
16345,A013333,一般社団法人日本出版取次協会,イッパンシャダンホウジンニホンシュッパントリツギキョウカイ,一般社団法人である移行法人,内閣府,3010005018678,101-0051,東京都千代田区神田駿河台i一丁目32番地,03-3291-6763,近藤　敏貴,http://www.torikyo.jp/,04月01日～03月31日,,"出版物取次業の経営に関する情報の収集と調査・研究、並びにこれらの研究結果と関連情報の
提供。",
